journal,volume,journal_code,year,ISSN,editors,areas
Theor. Comput. Sci.,736,Th736,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,737,Th737,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,738,Th738,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,739,Th739,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,741,Th741,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,743,Th743,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,744,Th744,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,745,Th745,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,746,Th746,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,747,Th747,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,748,Th748,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,749,Th749,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,750,Th750,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,751,Th751,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,752,Th752,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,753,Th753,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,754,Th754,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,755,Th755,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,756,Th756,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,758,Th758,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,759,Th759,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,760,Th760,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,761,Th761,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,762,Th762,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
